"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1277543474527711235","@user98","male","25-34","right","moderate_right","nan","test","twitter"
"1258697183961985026","@user87","male","over-65","left","moderate_left","train","train","twitter"
"1223642545823068160","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1240679938564521984","@user58","male","over-65","right","moderate_right","val","nan","twitter"
"1301086129215672320","@user240","male","35-49","left","left","nan","test","twitter"
"1230069705190395906","@user129","male","35-49","left","left","train","train","twitter"
"1285581078938488832","@user145","female","35-49","left","moderate_left","val","nan","twitter"
"1226822265700077568","@user115","male","50-64","right","moderate_right","train","train","twitter"
"1270254145593843712","@user18","male","50-64","left","left","train","train","twitter"
"1289165274172678146","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1322447380248219649","@user56","male","50-64","left","moderate_left","nan","val","twitter"
"1244948199309271041","@user12","male","over-65","right","moderate_right","test","nan","twitter"
"1269380461803028481","@user212","male","35-49","left","moderate_left","val","nan","twitter"
"1243981508966330368","@user136","male","35-49","left","left","train","train","twitter"
"1231480287206543360","@user187","male","50-64","left","moderate_left","train","train","twitter"
"1287496140884029440","@user66","female","35-49","right","moderate_right","train","train","twitter"
"1244059666860199941","@user154","male","35-49","right","moderate_right","val","nan","twitter"
"1279002204297474048","@user257","female","50-64","left","moderate_left","test","nan","twitter"
"1331241814473519106","@user269","female","50-64","left","moderate_left","nan","val","twitter"
"1294695788766007296","@user18","male","50-64","left","left","train","train","twitter"
"1326592464279506951","@user130","male","35-49","right","moderate_right","nan","test","twitter"
"1224431886988017666","@user89","male","50-64","left","moderate_left","test","nan","twitter"
"1231914381979586561","@user252","female","35-49","left","moderate_left","train","train","twitter"
"1292880320220602370","@user148","male","50-64","left","moderate_left","nan","val","twitter"
"1247528295962275841","@user205","male","50-64","right","right","val","nan","twitter"
"1314167712302731264","@user246","male","35-49","left","left","nan","test","twitter"
"1314981775463120896","@user77","male","35-49","right","right","test","nan","twitter"
"1254320756177207297","@user185","male","35-49","right","moderate_right","train","train","twitter"
"1262688482813714438","@user223","female","50-64","right","moderate_right","train","train","twitter"
"1326993234191675397","@user189","male","over-65","right","right","nan","val","twitter"
"1325008914006609920","@user82","female","35-49","right","moderate_right","nan","test","twitter"
"1329360830656344064","@user152","male","35-49","left","moderate_left","nan","val","twitter"
"1282943881139585024","@user55","male","35-49","right","moderate_right","nan","val","twitter"
"1260843362036461568","@user185","male","35-49","right","moderate_right","train","train","twitter"
"1266671275713400832","@user133","male","50-64","right","right","val","nan","twitter"
"1311349185589981190","@user54","male","50-64","left","left","nan","test","twitter"
"1238935198210940929","@user136","male","35-49","left","left","train","train","twitter"
"1295264186352701442","@user187","male","50-64","left","moderate_left","nan","val","twitter"
"1316441917081759746","@user170","male","35-49","left","left","test","nan","twitter"
"1256539024023531521","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1325536487308488709","@user36","female","50-64","right","moderate_right","nan","test","twitter"
"1257675179779665924","@user206","female","35-49","left","left","val","nan","twitter"
"1301800814017740802","@user263","female","35-49","left","left","nan","test","twitter"
"1287804696053284864","@user167","male","35-49","left","left","nan","test","twitter"
"1329781114303614977","@user34","female","35-49","right","moderate_right","nan","test","twitter"
"1287015568395116544","@user81","male","35-49","left","left","nan","val","twitter"
"1263192306364153858","@user174","female","50-64","left","moderate_left","train","train","twitter"
"1239869207019487232","@user126","male","25-34","left","moderate_left","train","train","twitter"
"1295287686798942210","@user209","male","35-49","right","moderate_right","nan","test","twitter"
"1244924348076613633","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1311314586642022402","@user122","male","50-64","right","moderate_right","val","nan","twitter"
"1248517456647327744","@user153","male","35-49","left","left","test","nan","twitter"
"1328978751896625152","@user128","male","35-49","left","left","nan","test","twitter"
"1326475590069784576","@user85","female","35-49","right","moderate_right","nan","test","twitter"
"1314155919886954497","@user255","male","over-65","left","moderate_left","nan","val","twitter"
"1263195962220204034","@user72","male","35-49","left","left","val","nan","twitter"
"1220999294444023809","@user219","male","35-49","left","moderate_left","train","train","twitter"
"1268189121866092544","@user25","male","35-49","right","moderate_right","train","train","twitter"
"1250032864709746688","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1217826794759507968","@user41","male","25-34","left","moderate_left","test","nan","twitter"
"1246740447822778370","@user67","female","35-49","right","right","train","train","twitter"
"1285956783299866624","@user135","male","35-49","left","moderate_left","nan","val","twitter"
"1236998168039936000","@user139","female","35-49","left","left","test","nan","twitter"
"1214505907884830720","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1230818353062785024","@user107","male","50-64","left","moderate_left","train","train","twitter"
"1275727364627009539","@user69","female","35-49","left","left","train","train","twitter"
"1216717771863666688","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1232704516593770496","@user130","male","35-49","right","moderate_right","train","train","twitter"
"1300123703301124096","@user62","male","35-49","left","left","nan","val","twitter"
"1312471259389722625","@user87","male","over-65","left","moderate_left","nan","test","twitter"
"1234805366380285952","@user91","male","35-49","left","left","train","train","twitter"
"1216995253825212417","@user80","female","35-49","left","left","train","train","twitter"
"1258531377261264896","@user32","male","50-64","left","moderate_left","test","nan","twitter"
"1234887533500260354","@user46","female","35-49","right","moderate_right","test","nan","twitter"
"1223308477063487490","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1286374426720837634","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1223295561907961856","@user81","male","35-49","left","left","train","train","twitter"
"1328266768272535552","@user150","male","35-49","right","right","nan","test","twitter"
"1313930574625730560","@user44","female","50-64","left","left","nan","val","twitter"
"1274284984304652290","@user54","male","50-64","left","left","train","train","twitter"
"1286932797941145602","@user189","male","over-65","right","right","train","train","twitter"
"1329093042494603266","@user54","male","50-64","left","left","nan","test","twitter"
"1321060165916000256","@user157","male","35-49","right","moderate_right","nan","val","twitter"
"1272569845410865154","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1231569415294136320","@user183","female","35-49","right","moderate_right","train","train","twitter"
"1321719375154610178","@user218","male","50-64","right","right","nan","val","twitter"
"1316780907429322753","@user221","male","35-49","right","right","nan","val","twitter"
"1252935947953541121","@user74","female","25-34","left","left","train","train","twitter"
"1327901840286093313","@user192","female","50-64","left","moderate_left","nan","test","twitter"
"1274013297600331783","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1322314337319636992","@user213","female","35-49","right","right","nan","val","twitter"
"1270839111499296768","@user223","female","50-64","right","moderate_right","train","train","twitter"
"1306842916405510147","@user193","male","over-65","left","moderate_left","nan","val","twitter"
"1304388693734707200","@user85","female","35-49","right","moderate_right","nan","test","twitter"
"1330634978972078082","@user237","female","25-34","left","moderate_left","nan","val","twitter"
"1300396189913944064","@user24","male","35-49","left","left","val","nan","twitter"
"1328993278168100871","@user115","male","50-64","right","moderate_right","nan","test","twitter"
"1247920872968593415","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1306195271538405376","@user97","female","25-34","left","left","nan","test","twitter"
"1322112476754944001","@user3","female","50-64","left","left","nan","val","twitter"
"1310334693909442560","@user13","male","25-34","right","moderate_right","nan","test","twitter"
"1262861250091941889","@user205","male","50-64","right","right","val","nan","twitter"
"1272513934151561217","@user83","male","25-34","right","moderate_right","nan","val","twitter"
"1283078660346478593","@user134","female","35-49","left","moderate_left","nan","test","twitter"
"1230483192735576064","@user79","female","25-34","left","left","train","train","twitter"
"1263019048440381440","@user27","male","35-49","left","moderate_left","train","train","twitter"
"1261594759795179521","@user151","male","35-49","right","moderate_right","train","train","twitter"
"1257449647762821129","@user147","male","50-64","left","moderate_left","train","train","twitter"
"1218076424088834048","@user58","male","over-65","right","moderate_right","val","nan","twitter"
"1323769324163784710","@user67","female","35-49","right","right","nan","test","twitter"
"1293150508421611520","@user230","female","50-64","left","moderate_left","nan","val","twitter"
"1317424112764096512","@user243","male","35-49","right","moderate_right","test","nan","twitter"
"1247852145325596677","@user91","male","35-49","left","left","train","train","twitter"
"1227316938596024321","@user159","female","35-49","right","right","train","train","twitter"
"1245099038459994122","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1242466683815473153","@user230","female","50-64","left","moderate_left","train","train","twitter"
"1310204299759190018","@user112","male","35-49","right","moderate_right","nan","test","twitter"
"1265338785459580928","@user71","male","35-49","right","moderate_right","val","nan","twitter"
"1240648852199419906","@user15","male","35-49","left","left","train","train","twitter"
"1255080440265924609","@user91","male","35-49","left","left","train","train","twitter"
"1288375605013159937","@user19","male","50-64","right","right","train","train","twitter"
"1255427156970295296","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1283739484325138432","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1290537219346882560","@user33","female","50-64","left","left","nan","test","twitter"
"1285631869497868291","@user160","male","50-64","right","moderate_right","nan","test","twitter"
"1291728058978914305","@user114","female","35-49","right","right","train","train","twitter"
"1217224439638654976","@user232","female","35-49","left","left","train","train","twitter"
"1213527436987633669","@user165","male","50-64","right","moderate_right","test","nan","twitter"
"1296370432589864960","@user180","male","50-64","left","moderate_left","nan","val","twitter"
"1284940644633509890","@user142","female","35-49","left","left","train","train","twitter"
"1305864975571980289","@user110","male","50-64","right","right","nan","test","twitter"
"1251880695271735299","@user154","male","35-49","right","moderate_right","val","nan","twitter"
"1282943743637807105","@user198","female","35-49","right","moderate_right","nan","test","twitter"
"1278676103075295234","@user53","male","35-49","right","moderate_right","nan","val","twitter"
"1278427289215209476","@user134","female","35-49","left","moderate_left","nan","test","twitter"
"1217219597197357057","@user232","female","35-49","left","left","train","train","twitter"
"1222494953663881216","@user172","male","35-49","right","moderate_right","train","train","twitter"
"1250369914705240065","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1285981867594874881","@user224","female","35-49","right","right","nan","val","twitter"
"1276087729869205504","@user226","female","35-49","right","right","train","train","twitter"
"1329740983420981249","@user74","female","25-34","left","left","nan","val","twitter"
"1222185083613929473","@user123","female","35-49","left","left","val","nan","twitter"
"1279110276441411584","@user34","female","35-49","right","moderate_right","train","train","twitter"
"1250344160080490496","@user75","female","25-34","left","left","train","train","twitter"
"1316101882138497024","@user129","male","35-49","left","left","nan","val","twitter"
"1246102805372456961","@user64","female","25-34","right","right","test","nan","twitter"
"1255414605200986112","@user50","female","50-64","left","moderate_left","train","train","twitter"
"1283466562272362497","@user156","female","35-49","left","moderate_left","nan","test","twitter"
"1230468034697089026","@user223","female","50-64","right","moderate_right","train","train","twitter"
"1314624161298481153","@user147","male","50-64","left","moderate_left","nan","val","twitter"
"1238764526725726208","@user1","male","50-64","right","moderate_right","train","train","twitter"
"1288213198039113729","@user50","female","50-64","left","moderate_left","nan","test","twitter"
"1276419462959415296","@user258","female","50-64","left","left","val","nan","twitter"
"1282683685586829319","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1275770185090244610","@user69","female","35-49","left","left","nan","val","twitter"
"1285488661728026635","@user246","male","35-49","left","left","train","train","twitter"
"1303774867658076163","@user184","male","50-64","left","moderate_left","nan","test","twitter"
"1304022594094600192","@user203","male","50-64","left","left","test","nan","twitter"
"1296529946639302656","@user242","male","35-49","left","moderate_left","nan","test","twitter"
"1270408215197605888","@user54","male","50-64","left","left","train","train","twitter"
"1299265209719287809","@user132","male","50-64","left","left","nan","test","twitter"
"1305952799608496133","@user226","female","35-49","right","right","nan","test","twitter"
"1320293412977971200","@user189","male","over-65","right","right","nan","val","twitter"
"1298257685335257088","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1229516267889070081","@user49","female","50-64","right","moderate_right","train","train","twitter"
"1262495405520158721","@user169","male","50-64","right","right","train","train","twitter"
"1321206783143223296","@user18","male","50-64","left","left","nan","test","twitter"
"1319939555471073280","@user56","male","50-64","left","moderate_left","nan","test","twitter"
"1240239571117490176","@user253","male","50-64","left","moderate_left","val","nan","twitter"
"1275446539788234757","@user88","male","25-34","left","left","train","train","twitter"
"1231691496879009792","@user65","female","35-49","left","moderate_left","test","nan","twitter"
"1277165779201470464","@user242","male","35-49","left","moderate_left","train","train","twitter"
"1299750059752517633","@user224","female","35-49","right","right","nan","test","twitter"
"1245324821103173634","@user236","male","50-64","right","right","train","train","twitter"
"1288812357964173312","@user239","male","25-34","left","left","nan","test","twitter"
"1282981431111823361","@user197","male","50-64","left","left","nan","val","twitter"
"1278942929135046656","@user220","female","50-64","right","moderate_right","train","train","twitter"
"1327713734098378753","@user36","female","50-64","right","moderate_right","nan","val","twitter"
"1311796928607399936","@user6","female","35-49","left","moderate_left","nan","val","twitter"
"1253079633588891648","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1281312431382368258","@user95","female","50-64","left","moderate_left","nan","test","twitter"
"1298218956457639941","@user174","female","50-64","left","moderate_left","nan","val","twitter"
"1232638249715273729","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1257667835767095296","@user252","female","35-49","left","moderate_left","train","train","twitter"
"1258865198292762626","@user50","female","50-64","left","moderate_left","train","train","twitter"
"1235125730939457538","@user134","female","35-49","left","moderate_left","train","train","twitter"
"1286699268938637314","@user78","female","over-65","left","moderate_left","val","nan","twitter"
"1231672276485070856","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1282002871815462913","@user2","female","50-64","left","left","test","nan","twitter"
"1231675348183465985","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1286016374847021056","@user220","female","50-64","right","moderate_right","train","train","twitter"
"1301557905993469953","@user228","male","35-49","left","moderate_left","nan","val","twitter"
"1216818642567954436","@user84","male","50-64","left","moderate_left","train","train","twitter"
"1267426182301130752","@user15","male","35-49","left","left","train","train","twitter"
"1270412846212485120","@user167","male","35-49","left","left","train","train","twitter"
"1314087758135275521","@user148","male","50-64","left","moderate_left","nan","val","twitter"
"1306591735045386241","@user229","male","50-64","left","left","val","nan","twitter"
"1225465709754552325","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1280079965766246400","@user27","male","35-49","left","moderate_left","nan","test","twitter"
"1224745719124451328","@user213","female","35-49","right","right","train","train","twitter"
"1293202227373527041","@user3","female","50-64","left","left","nan","test","twitter"
"1298857632170729472","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1253256671784243200","@user140","male","50-64","right","moderate_right","val","nan","twitter"
"1241509023628869646","@user267","female","25-34","right","right","train","train","twitter"
"1240194253659267072","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1270775406275301381","@user27","male","35-49","left","moderate_left","train","train","twitter"
"1221357164037537792","@user150","male","35-49","right","right","train","train","twitter"
"1301293127479812097","@user159","female","35-49","right","right","nan","test","twitter"
"1273589911623471107","@user138","male","50-64","left","moderate_left","nan","val","twitter"
"1273161736191987712","@user210","female","35-49","right","moderate_right","train","train","twitter"
"1254818607902662656","@user53","male","35-49","right","moderate_right","train","train","twitter"
"1320334937837522944","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1269759610623270912","@user7","male","35-49","right","moderate_right","train","train","twitter"
"1230210107482550272","@user99","male","35-49","left","moderate_left","train","train","twitter"
"1320390422989066241","@user52","female","50-64","left","moderate_left","nan","test","twitter"
"1264170794336296961","@user76","female","50-64","left","moderate_left","train","train","twitter"
"1323961280525488131","@user19","male","50-64","right","right","nan","val","twitter"
"1326205813770375169","@user67","female","35-49","right","right","nan","test","twitter"
"1262411776760647684","@user116","male","50-64","right","moderate_right","train","train","twitter"
"1268657829352800257","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1266129984885850112","@user234","male","50-64","right","right","test","nan","twitter"
"1222795452036329472","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1311237842434228224","@user122","male","50-64","right","moderate_right","val","nan","twitter"
"1274243790497353729","@user186","female","50-64","right","right","train","train","twitter"
"1256228953834037249","@user97","female","25-34","left","left","train","train","twitter"
"1232247370911494146","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1274342909148631041","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1271443117758128131","@user193","male","over-65","left","moderate_left","train","train","twitter"
"1259811967793090561","@user263","female","35-49","left","left","train","train","twitter"
"1213388038065266688","@user185","male","35-49","right","moderate_right","train","train","twitter"
"1246438296856809472","@user27","male","35-49","left","moderate_left","train","train","twitter"
"1288439507713433601","@user47","male","50-64","right","moderate_right","nan","test","twitter"
"1318882045507022849","@user180","male","50-64","left","moderate_left","nan","test","twitter"
"1291328520921255937","@user169","male","50-64","right","right","nan","val","twitter"
"1241697425074552833","@user67","female","35-49","right","right","train","train","twitter"
"1294232438277902336","@user23","female","35-49","right","moderate_right","nan","val","twitter"
"1219949783865053184","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1275559555779395586","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1267502403210956801","@user134","female","35-49","left","moderate_left","train","train","twitter"
"1225750827274514433","@user191","female","50-64","right","moderate_right","train","train","twitter"
"1316092315325390848","@user117","male","35-49","left","moderate_left","val","nan","twitter"
"1277706186654134275","@user114","female","35-49","right","right","train","train","twitter"
"1323702559375327233","@user216","female","35-49","right","right","nan","val","twitter"
"1255183320918474757","@user60","male","35-49","right","moderate_right","train","train","twitter"
"1270287246827180032","@user29","male","50-64","right","right","train","train","twitter"
"1331273661039435776","@user227","female","50-64","left","moderate_left","nan","val","twitter"
"1236824697523900416","@user150","male","35-49","right","right","train","train","twitter"
"1272814224218128384","@user63","female","50-64","right","right","val","nan","twitter"
"1213373965831458816","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1292372345076748289","@user98","male","25-34","right","moderate_right","nan","test","twitter"
"1304815770136965120","@user80","female","35-49","left","left","nan","val","twitter"
"1252302626336780289","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1220840500661493760","@user124","male","35-49","right","moderate_right","test","nan","twitter"
"1220608790804025344","@user88","male","25-34","left","left","train","train","twitter"
"1263730581948506112","@user3","female","50-64","left","left","train","train","twitter"
"1217341008851107840","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1288906088805433344","@user255","male","over-65","left","moderate_left","nan","val","twitter"
"1225775742652383232","@user45","female","35-49","right","moderate_right","train","train","twitter"
"1319223236228485120","@user61","female","50-64","left","left","val","nan","twitter"
"1277231866781798401","@user263","female","35-49","left","left","nan","val","twitter"
"1213379316425412608","@user195","female","50-64","left","moderate_left","test","nan","twitter"
"1309412776067117056","@user198","female","35-49","right","moderate_right","nan","test","twitter"
"1251540348360445958","@user101","male","35-49","right","right","test","nan","twitter"
"1231835718277910528","@user226","female","35-49","right","right","train","train","twitter"
"1212995836088586241","@user259","male","over-65","left","left","train","train","twitter"
"1246077659689422849","@user102","female","25-34","right","right","train","train","twitter"
"1291326119946465280","@user199","female","35-49","right","moderate_right","nan","test","twitter"
"1237400318268375040","@user91","male","35-49","left","left","train","train","twitter"
"1215717220501925894","@user103","female","35-49","left","left","train","train","twitter"
"1272952576284205057","@user9","female","25-34","left","left","train","train","twitter"
"1239534848097898499","@user69","female","35-49","left","left","train","train","twitter"
"1309813625838858240","@user27","male","35-49","left","moderate_left","nan","val","twitter"
"1254067846407172098","@user71","male","35-49","right","moderate_right","val","nan","twitter"
"1233348928982175744","@user115","male","50-64","right","moderate_right","train","train","twitter"
"1255171105842757634","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1223239085315231745","@user130","male","35-49","right","moderate_right","train","train","twitter"
"1218122968590626817","@user70","male","35-49","left","moderate_left","val","nan","twitter"
"1328980187376193536","@user27","male","35-49","left","moderate_left","nan","val","twitter"
"1266042517453180929","@user166","male","35-49","left","left","val","nan","twitter"
"1238856300760629251","@user175","male","35-49","right","right","train","train","twitter"
"1233749856163856385","@user63","female","50-64","right","right","val","nan","twitter"
"1255230049722269700","@user121","male","50-64","right","moderate_right","val","nan","twitter"
"1233485778535223296","@user79","female","25-34","left","left","train","train","twitter"
"1315955255633416193","@user188","male","35-49","right","moderate_right","nan","val","twitter"
"1263200908567023619","@user205","male","50-64","right","right","val","nan","twitter"
"1241345926377213958","@user205","male","50-64","right","right","val","nan","twitter"
"1251274852507533313","@user2","female","50-64","left","left","test","nan","twitter"
"1306303487370833921","@user173","male","35-49","left","moderate_left","test","nan","twitter"
"1266676939491811328","@user100","female","25-34","right","moderate_right","nan","val","twitter"
"1253386600563838977","@user237","female","25-34","left","moderate_left","train","train","twitter"
"1282439493136588800","@user251","female","35-49","right","right","val","nan","twitter"
"1239298306892804098","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1323692210261577728","@user178","male","35-49","left","moderate_left","nan","test","twitter"
"1239558894265008130","@user15","male","35-49","left","left","train","train","twitter"
"1232249893856645120","@user45","female","35-49","right","moderate_right","train","train","twitter"
"1255761284311724032","@user198","female","35-49","right","moderate_right","train","train","twitter"
"1248346502029873152","@user111","female","50-64","left","moderate_left","val","nan","twitter"
"1213373878233374721","@user230","female","50-64","left","moderate_left","train","train","twitter"
"1272458011232141313","@user106","female","50-64","left","moderate_left","train","train","twitter"
"1310565558425919490","@user27","male","35-49","left","moderate_left","nan","val","twitter"
"1228975605942800384","@user111","female","50-64","left","moderate_left","val","nan","twitter"
"1258717479637078018","@user115","male","50-64","right","moderate_right","train","train","twitter"
"1249833377215197185","@user150","male","35-49","right","right","train","train","twitter"
"1241468589854674944","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1224663492931747840","@user230","female","50-64","left","moderate_left","train","train","twitter"
"1218914160953696259","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1231203201514426368","@user213","female","35-49","right","right","train","train","twitter"
"1285846005448146946","@user50","female","50-64","left","moderate_left","nan","val","twitter"
"1255495504869326848","@user27","male","35-49","left","moderate_left","train","train","twitter"
"1317442957214158848","@user117","male","35-49","left","moderate_left","val","nan","twitter"
"1250835440149704704","@user129","male","35-49","left","left","train","train","twitter"
"1247896358138175489","@user210","female","35-49","right","moderate_right","train","train","twitter"
"1230428103962497024","@user256","female","50-64","right","moderate_right","train","train","twitter"
"1322204244657774592","@user246","male","35-49","left","left","nan","test","twitter"
"1250875375145684997","@user123","female","35-49","left","left","val","nan","twitter"
"1285444511137759233","@user257","female","50-64","left","moderate_left","test","nan","twitter"
"1304666061284012035","@user112","male","35-49","right","moderate_right","nan","val","twitter"
"1255194017303838720","@user230","female","50-64","left","moderate_left","train","train","twitter"
"1225740468614500354","@user267","female","25-34","right","right","train","train","twitter"
"1247940815290327047","@user96","male","25-34","left","moderate_left","val","nan","twitter"
"1231721468024836096","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1258797356268556290","@user33","female","50-64","left","left","train","train","twitter"
"1315552913826164742","@user93","male","50-64","left","moderate_left","nan","test","twitter"
"1316061162933555201","@user170","male","35-49","left","left","test","nan","twitter"
"1278356104087588870","@user188","male","35-49","right","moderate_right","nan","test","twitter"
"1254424511753195522","@user172","male","35-49","right","moderate_right","nan","val","twitter"
"1323639692617723906","@user17","male","35-49","left","moderate_left","nan","val","twitter"
"1245641585687052288","@user168","male","50-64","left","left","train","train","twitter"
"1257928477635944448","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1248156827780550658","@user262","female","50-64","left","moderate_left","test","nan","twitter"
"1280893980004225024","@user27","male","35-49","left","moderate_left","nan","test","twitter"
"1227347577869193217","@user162","male","35-49","left","moderate_left","train","train","twitter"
"1287838514755895305","@user196","male","50-64","left","moderate_left","nan","test","twitter"
"1300449622209564673","@user131","male","35-49","right","moderate_right","nan","val","twitter"
"1293588052854616065","@user101","male","35-49","right","right","test","nan","twitter"
"1244388493419298816","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1263065959507599361","@user257","female","50-64","left","moderate_left","test","nan","twitter"
"1305048099727998979","@user199","female","35-49","right","moderate_right","nan","test","twitter"
"1260632292457943041","@user85","female","35-49","right","moderate_right","train","train","twitter"
"1235672480624201728","@user103","female","35-49","left","left","train","train","twitter"
"1229844881025179649","@user90","male","50-64","right","moderate_right","train","train","twitter"
"1230455512350777345","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1269285776778461186","@user7","male","35-49","right","moderate_right","train","train","twitter"
"1262998069882257409","@user246","male","35-49","left","left","train","train","twitter"
"1272452549707169792","@user90","male","50-64","right","moderate_right","train","train","twitter"
"1250325462762438656","@user71","male","35-49","right","moderate_right","val","nan","twitter"
"1271919299972730880","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1285634906635284480","@user251","female","35-49","right","right","val","nan","twitter"
"1306163550440902656","@user110","male","50-64","right","right","nan","val","twitter"
"1303008536537059328","@user94","female","35-49","left","moderate_left","nan","test","twitter"
"1311042739107176452","@user260","male","50-64","right","right","test","nan","twitter"
"1321140426842230785","@user115","male","50-64","right","moderate_right","nan","test","twitter"
"1247183168177876992","@user123","female","35-49","left","left","val","nan","twitter"
"1312025913257848835","@user67","female","35-49","right","right","nan","val","twitter"
"1288809746406006784","@user47","male","50-64","right","moderate_right","nan","test","twitter"
"1291420820808531968","@user78","female","over-65","left","moderate_left","val","nan","twitter"
"1311577136860454917","@user66","female","35-49","right","moderate_right","nan","test","twitter"
"1232246996154671104","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1224642839092568065","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1259140899063332864","@user187","male","50-64","left","moderate_left","train","train","twitter"
"1283496354099200000","@user153","male","35-49","left","left","test","nan","twitter"
"1301779764471050240","@user26","male","50-64","right","moderate_right","nan","test","twitter"
"1331290041398812672","@user62","male","35-49","left","left","nan","test","twitter"
"1283354413323739137","@user42","female","over-65","left","left","nan","val","twitter"
"1217023570699833345","@user154","male","35-49","right","moderate_right","val","nan","twitter"
"1222949519374962690","@user107","male","50-64","left","moderate_left","train","train","twitter"
"1328304279040430085","@user232","female","35-49","left","left","nan","test","twitter"
"1314874543740252162","@user147","male","50-64","left","moderate_left","nan","test","twitter"
"1317089088487510017","@user131","male","35-49","right","moderate_right","nan","val","twitter"
"1241780525079171073","@user201","male","50-64","right","moderate_right","train","train","twitter"
"1303286985096859650","@user246","male","35-49","left","left","nan","val","twitter"
"1259114794050818049","@user258","female","50-64","left","left","val","nan","twitter"
"1265974615635120129","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1247499577567182848","@user79","female","25-34","left","left","train","train","twitter"
"1213778875957858306","@user237","female","25-34","left","moderate_left","train","train","twitter"
"1305419558895996928","@user151","male","35-49","right","moderate_right","nan","test","twitter"
"1322178301335621633","@user230","female","50-64","left","moderate_left","nan","test","twitter"
"1280934844382543874","@user46","female","35-49","right","moderate_right","test","nan","twitter"
"1318647265532235776","@user152","male","35-49","left","moderate_left","nan","test","twitter"
"1314875064089808896","@user47","male","50-64","right","moderate_right","nan","val","twitter"
"1308895247053848580","@user161","male","35-49","right","right","test","nan","twitter"
"1258803961739575296","@user213","female","35-49","right","right","train","train","twitter"
"1263601025136635904","@user165","male","50-64","right","moderate_right","test","nan","twitter"
"1218248541723938820","@user221","male","35-49","right","right","train","train","twitter"
"1263115078745939968","@user120","female","50-64","left","left","val","nan","twitter"
"1285951262530375682","@user5","male","35-49","right","moderate_right","val","nan","twitter"
"1262414639230603264","@user11","female","35-49","right","moderate_right","train","train","twitter"
"1270345639096877066","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1333477965817065474","@user66","female","35-49","right","moderate_right","nan","val","twitter"
"1307922627454005248","@user158","female","25-34","right","moderate_right","nan","val","twitter"
"1214871318820249601","@user162","male","35-49","left","moderate_left","train","train","twitter"
"1314521014387212288","@user13","male","25-34","right","moderate_right","nan","val","twitter"
"1213793489051361281","@user63","female","50-64","right","right","val","nan","twitter"
"1265556559238660097","@user76","female","50-64","left","moderate_left","train","train","twitter"
"1293196234723917826","@user130","male","35-49","right","moderate_right","nan","test","twitter"
"1264263376622018561","@user160","male","50-64","right","moderate_right","train","train","twitter"
"1220071680053215235","@user268","female","35-49","right","moderate_right","train","train","twitter"
